community,building_type,_date,average_price
Dufferin Grove,Condo Apt,2022-04-01,1332198.716623693
Dufferin Grove,Condo Apt,2023-01-01,1275544.2357948876
Dufferin Grove,Condo Apt,2023-02-01,1240679.3872572705
Dufferin Grove,Condo Apt,2023-03-01,1400036.1303810766
Dufferin Grove,Detached,2022-01-01,2036466.476267359
Dufferin Grove,Detached,2022-02-01,2246651.823418812
Dufferin Grove,Detached,2022-03-01,2217526.918933813
Dufferin Grove,Detached,2022-04-01,2318034.175437992
Dufferin Grove,Detached,2023-01-01,2317454.742223983
Dufferin Grove,Detached,2023-02-01,2289681.743948978
Dufferin Grove,Detached,2023-03-01,2103349.4449456222
Dufferin Grove,Semi-Detached,2022-01-01,1584007.511060285
Dufferin Grove,Semi-Detached,2022-02-01,1928031.7785872116
Dufferin Grove,Semi-Detached,2022-03-01,1884576.0903330664
Dufferin Grove,Semi-Detached,2022-04-01,1928346.071517966
Dufferin Grove,Semi-Detached,2023-01-01,1818179.8182133555
Dufferin Grove,Semi-Detached,2023-02-01,1777044.8075262955
Dufferin Grove,Semi-Detached,2023-03-01,1603845.0268959668
East End-Danforth,Att/Row/Twnhouse,2022-01-01,1234397.1640770854
East End-Danforth,Att/Row/Twnhouse,2022-02-01,1351324.7428237258
East End-Danforth,Att/Row/Twnhouse,2022-03-01,1427559.9737490043
East End-Danforth,Att/Row/Twnhouse,2022-04-01,1366751.5142819523
East End-Danforth,Att/Row/Twnhouse,2023-01-01,1535929.0575028234
East End-Danforth,Att/Row/Twnhouse,2023-02-01,1481438.8701482732
East End-Danforth,Att/Row/Twnhouse,2023-03-01,1454622.215703442
East End-Danforth,Condo Apt,2022-01-01,614114.8331038308
East End-Danforth,Condo Apt,2022-02-01,630364.6788833354
East End-Danforth,Condo Apt,2022-03-01,707105.3201089815
East End-Danforth,Condo Apt,2022-04-01,778318.9877177087
East End-Danforth,Condo Apt,2023-01-01,870305.8939197586
East End-Danforth,Condo Apt,2023-02-01,912544.0522012608
East End-Danforth,Condo Apt,2023-03-01,1013051.5103706364
East End-Danforth,Detached,2022-01-01,1712329.2853558727
East End-Danforth,Detached,2022-02-01,1908905.773249599
East End-Danforth,Detached,2022-03-01,1928547.0880215352
East End-Danforth,Detached,2022-04-01,1848314.9813184624
East End-Danforth,Detached,2023-01-01,2143575.224911768
East End-Danforth,Detached,2023-02-01,2117589.913228653
East End-Danforth,Detached,2023-03-01,2184732.764529241
East End-Danforth,Semi-Detached,2022-01-01,1275038.2191232778
East End-Danforth,Semi-Detached,2022-02-01,1382230.7773283126
East End-Danforth,Semi-Detached,2022-03-01,1424254.2148504527
East End-Danforth,Semi-Detached,2022-04-01,1501376.4007361298
East End-Danforth,Semi-Detached,2023-01-01,1518690.3611051557
East End-Danforth,Semi-Detached,2023-02-01,1558766.3426267484
East End-Danforth,Semi-Detached,2023-03-01,1542977.6495725163
East York,Detached,2022-01-01,1585387.5571028532
East York,Detached,2022-02-01,1648428.5803980096
East York,Detached,2022-03-01,1679944.5397966907
East York,Detached,2022-04-01,1914893.5135170848
East York,Detached,2023-01-01,1936651.833504498
East York,Detached,2023-02-01,1857091.292277598
East York,Detached,2023-03-01,1898006.738465265
East York,Semi-Detached,2022-01-01,1104275.1615842397
East York,Semi-Detached,2022-02-01,1228084.8825972422
East York,Semi-Detached,2022-03-01,1325296.56795169
East York,Semi-Detached,2022-04-01,1357383.099193768
East York,Semi-Detached,2023-01-01,1415775.25366151
East York,Semi-Detached,2023-02-01,1595139.425177634
East York,Semi-Detached,2023-03-01,1660282.5808578003
Edenbridge-Humber Valley,Condo Apt,2022-01-01,816385.4947893338
Edenbridge-Humber Valley,Condo Apt,2022-02-01,734575.9445511941
Edenbridge-Humber Valley,Condo Apt,2022-03-01,920360.7044856802
Edenbridge-Humber Valley,Condo Apt,2022-04-01,892523.3734486885
Edenbridge-Humber Valley,Condo Apt,2023-01-01,936407.929571163
Edenbridge-Humber Valley,Condo Apt,2023-02-01,970847.2337732764
Edenbridge-Humber Valley,Condo Apt,2023-03-01,1017370.0409300148
Edenbridge-Humber Valley,Detached,2022-01-01,3444458.212077956
Edenbridge-Humber Valley,Detached,2022-02-01,4112035.0704866704
Edenbridge-Humber Valley,Detached,2022-03-01,4243509.3881709725
Edenbridge-Humber Valley,Detached,2022-04-01,4452227.412075714
Edenbridge-Humber Valley,Detached,2023-01-01,4242793.696493633
Edenbridge-Humber Valley,Detached,2023-02-01,4179970.542951557
Edenbridge-Humber Valley,Detached,2023-03-01,4173484.357699118
Eglinton East,Condo Apt,2022-01-01,520473.7718513902
Eglinton East,Condo Apt,2022-02-01,588905.0312140718
Eglinton East,Condo Apt,2022-03-01,607645.9790749986
Eglinton East,Condo Apt,2022-04-01,679855.9639160873
Eglinton East,Condo Apt,2023-01-01,737333.8357939135
Eglinton East,Condo Apt,2023-02-01,784506.203239458
Eglinton East,Condo Apt,2023-03-01,831405.2955743171
Eglinton East,Detached,2022-01-01,1257710.4843493472
Eglinton East,Detached,2022-02-01,1467131.9759687944
Eglinton East,Detached,2022-03-01,1414277.2139614646
Eglinton East,Detached,2022-04-01,1469306.0249118905
Eglinton East,Detached,2023-01-01,1516811.4751817116
Eglinton East,Detached,2023-02-01,1508753.1944861107
Eglinton East,Detached,2023-03-01,1496188.8412791209
Elms-Old Rexdale,Condo Apt,2022-01-01,462484.5373881607
Elms-Old Rexdale,Condo Apt,2022-02-01,536420.5260248024
Elms-Old Rexdale,Condo Apt,2022-03-01,544247.1675704313
Elms-Old Rexdale,Condo Apt,2022-04-01,617691.2520364645
Elms-Old Rexdale,Condo Apt,2023-01-01,643569.708000519
Elms-Old Rexdale,Condo Apt,2023-02-01,742839.7975615562
Elms-Old Rexdale,Condo Apt,2023-03-01,760797.9076511347
Elms-Old Rexdale,Detached,2022-01-01,1140268.2459727714
Elms-Old Rexdale,Detached,2022-02-01,1214537.8221201368
Elms-Old Rexdale,Detached,2022-03-01,1206164.9220450693
Elms-Old Rexdale,Detached,2022-04-01,1155429.798959344
Elms-Old Rexdale,Detached,2023-01-01,1243798.8703084495
Elms-Old Rexdale,Detached,2023-02-01,1287752.5333512386
Elms-Old Rexdale,Detached,2023-03-01,1253719.9025721368
Englemount-Lawrence,Condo Apt,2022-01-01,677010.5540382738
Englemount-Lawrence,Condo Apt,2022-02-01,677808.4638599706
Englemount-Lawrence,Condo Apt,2022-03-01,695075.0358059171
Englemount-Lawrence,Condo Apt,2022-04-01,747870.7934142712
Englemount-Lawrence,Condo Apt,2023-01-01,782213.3572812338
Englemount-Lawrence,Condo Apt,2023-02-01,860576.0134239265
Englemount-Lawrence,Condo Apt,2023-03-01,851350.319820067
Englemount-Lawrence,Detached,2022-01-01,2226017.5626047645
Englemount-Lawrence,Detached,2022-02-01,2126064.26038672
Englemount-Lawrence,Detached,2022-03-01,2322061.4092785157
Englemount-Lawrence,Detached,2022-04-01,2274680.808200116
Englemount-Lawrence,Detached,2023-01-01,2598787.954481753
Englemount-Lawrence,Detached,2023-02-01,2552396.5534824342
Englemount-Lawrence,Detached,2023-03-01,2622017.3008007742
Eringate-Centennial-West Deane,Condo Apt,2022-01-01,624197.4966725273
Eringate-Centennial-West Deane,Condo Apt,2022-02-01,677607.6498636851
Eringate-Centennial-West Deane,Condo Apt,2022-03-01,692533.7313034057
Eringate-Centennial-West Deane,Condo Apt,2022-04-01,741480.1810229566
Eringate-Centennial-West Deane,Condo Apt,2023-01-01,804517.1917031541
Eringate-Centennial-West Deane,Condo Apt,2023-02-01,860372.7744316746
Eringate-Centennial-West Deane,Condo Apt,2023-03-01,853265.118328099
Eringate-Centennial-West Deane,Detached,2022-01-01,1399987.7429943143
Eringate-Centennial-West Deane,Detached,2022-02-01,1509592.4304997572
Eringate-Centennial-West Deane,Detached,2022-03-01,1493106.8785005703
Eringate-Centennial-West Deane,Detached,2022-04-01,1586447.869473467
Eringate-Centennial-West Deane,Detached,2023-01-01,1620972.5406633946
Eringate-Centennial-West Deane,Detached,2023-02-01,1601401.030298328
Eringate-Centennial-West Deane,Detached,2023-03-01,1601914.047775742
Eringate-Centennial-West Deane,Semi-Detached,2022-01-01,977922.5182341026
Eringate-Centennial-West Deane,Semi-Detached,2022-02-01,968142.4419129906
Eringate-Centennial-West Deane,Semi-Detached,2022-03-01,1020234.1336771284
Eringate-Centennial-West Deane,Semi-Detached,2022-04-01,1030842.3009359668
Eringate-Centennial-West Deane,Semi-Detached,2023-01-01,1083684.0672248222
Eringate-Centennial-West Deane,Semi-Detached,2023-02-01,1139288.4365230915
Eringate-Centennial-West Deane,Semi-Detached,2023-03-01,1186278.4896887075
Etobicoke West Mall,Condo Apt,2022-01-01,594639.332600313
Etobicoke West Mall,Condo Apt,2022-02-01,640184.7874837198
Etobicoke West Mall,Condo Apt,2022-03-01,690248.188059723
Etobicoke West Mall,Condo Apt,2022-04-01,736477.5124876813
Etobicoke West Mall,Condo Apt,2023-01-01,805786.2191062556
Etobicoke West Mall,Condo Apt,2023-02-01,862934.0431027511
Etobicoke West Mall,Condo Apt,2023-03-01,921590.7988840272
Etobicoke West Mall,Detached,2022-01-01,1433917.405006321
Etobicoke West Mall,Detached,2022-02-01,1592093.5025572935
Etobicoke West Mall,Detached,2022-03-01,1669731.994812986
Etobicoke West Mall,Detached,2022-04-01,1688063.3208155406
Etobicoke West Mall,Detached,2023-01-01,1793724.0059183266
Etobicoke West Mall,Detached,2023-02-01,1775581.0339613112
Etobicoke West Mall,Detached,2023-03-01,1771442.2786332578
Flemingdon Park,Condo Apt,2022-01-01,557883.8772302574
Flemingdon Park,Condo Apt,2022-02-01,618083.2461969487
Flemingdon Park,Condo Apt,2022-03-01,645448.2906112107
Flemingdon Park,Condo Apt,2022-04-01,685650.9994005344
Flemingdon Park,Condo Apt,2023-01-01,707751.763432467
Flemingdon Park,Condo Apt,2023-02-01,781658.19529943
Flemingdon Park,Condo Apt,2023-03-01,803426.4596166571
Forest Hill North,Detached,2022-01-01,3243683.83604938
Forest Hill North,Detached,2022-02-01,3636107.416812419
Forest Hill North,Detached,2022-03-01,3475804.91993175
Forest Hill North,Detached,2022-04-01,3760899.1175325625
Forest Hill North,Detached,2023-01-01,3959154.270024918
Forest Hill North,Detached,2023-02-01,3591004.6181861544
Forest Hill North,Detached,2023-03-01,3597663.9955455954
Forest Hill South,Condo Apt,2022-01-01,1302548.7418074862
Forest Hill South,Condo Apt,2022-02-01,1799059.9619656894
Forest Hill South,Condo Apt,2022-03-01,1753325.9150671011
Forest Hill South,Condo Apt,2022-04-01,1789695.5569238276
Forest Hill South,Condo Apt,2023-01-01,1725790.584421858
Forest Hill South,Condo Apt,2023-02-01,1800229.3906800402
Forest Hill South,Condo Apt,2023-03-01,1810140.163777708
Glenfield-Jane Heights,Condo Apt,2022-01-01,455005.4269649475
Glenfield-Jane Heights,Condo Apt,2022-02-01,526534.1061691379
Glenfield-Jane Heights,Condo Apt,2022-03-01,541875.849711323
Glenfield-Jane Heights,Condo Apt,2022-04-01,580937.2386462131
Glenfield-Jane Heights,Condo Apt,2023-01-01,617849.0607088024
Glenfield-Jane Heights,Condo Apt,2023-02-01,703781.3079760442
Glenfield-Jane Heights,Condo Apt,2023-03-01,750081.467250864
Glenfield-Jane Heights,Detached,2022-01-01,1297642.902801701
Glenfield-Jane Heights,Detached,2022-02-01,1498642.5309422982
Glenfield-Jane Heights,Detached,2022-03-01,1567191.4432567232
Glenfield-Jane Heights,Detached,2022-04-01,1586848.3070690967
Glenfield-Jane Heights,Detached,2023-01-01,1623091.8574866627
Glenfield-Jane Heights,Detached,2023-02-01,1599846.9008726971
Glenfield-Jane Heights,Detached,2023-03-01,1609150.882811047
Glenfield-Jane Heights,Semi-Detached,2022-01-01,1096415.1131128897
Glenfield-Jane Heights,Semi-Detached,2022-02-01,1187329.466451689
Glenfield-Jane Heights,Semi-Detached,2022-03-01,1223953.18959342
Glenfield-Jane Heights,Semi-Detached,2022-04-01,1291767.1846689768
Glenfield-Jane Heights,Semi-Detached,2023-01-01,1354230.3320610446
Glenfield-Jane Heights,Semi-Detached,2023-02-01,1409070.4676889477
Glenfield-Jane Heights,Semi-Detached,2023-03-01,1421967.7874507692
Greenwood-Coxwell,Att/Row/Twnhouse,2022-01-01,1109286.8489236685
Greenwood-Coxwell,Att/Row/Twnhouse,2022-02-01,1220064.4086789435
Greenwood-Coxwell,Att/Row/Twnhouse,2022-03-01,1138063.4995610309
Greenwood-Coxwell,Att/Row/Twnhouse,2022-04-01,1300078.2826237818
Greenwood-Coxwell,Att/Row/Twnhouse,2023-01-01,1406977.8534384908
Greenwood-Coxwell,Att/Row/Twnhouse,2023-02-01,1375594.4096498368
Greenwood-Coxwell,Att/Row/Twnhouse,2023-03-01,1349172.6977309112
Greenwood-Coxwell,Detached,2022-01-01,1490188.6533790694
Greenwood-Coxwell,Detached,2022-02-01,1631714.2941676995
Greenwood-Coxwell,Detached,2022-03-01,1549134.550344041
Greenwood-Coxwell,Detached,2022-04-01,1608288.4295381934
Greenwood-Coxwell,Detached,2023-01-01,1582674.0861578158
Greenwood-Coxwell,Detached,2023-02-01,1600016.6291388583
Greenwood-Coxwell,Detached,2023-03-01,1585208.6671503938
Greenwood-Coxwell,Semi-Detached,2022-01-01,1294532.9525994998
Greenwood-Coxwell,Semi-Detached,2022-02-01,1420443.493178351
Greenwood-Coxwell,Semi-Detached,2022-03-01,1446795.9230033727
Greenwood-Coxwell,Semi-Detached,2022-04-01,1460641.0450601317
Greenwood-Coxwell,Semi-Detached,2023-01-01,1497596.85215063
Greenwood-Coxwell,Semi-Detached,2023-02-01,1601024.0574371791
Greenwood-Coxwell,Semi-Detached,2023-03-01,1650790.113815877
Guildwood,Condo Apt,2022-01-01,713908.5615254744
Guildwood,Condo Apt,2022-02-01,740776.8648704044
Guildwood,Condo Apt,2022-03-01,770510.7884389475
Guildwood,Condo Apt,2022-04-01,841431.0318215528
Guildwood,Condo Apt,2023-01-01,873708.8287113768
Guildwood,Condo Apt,2023-02-01,907064.0387433722
Guildwood,Condo Apt,2023-03-01,903531.4013975782
Guildwood,Detached,2022-01-01,1399186.2199177884
Guildwood,Detached,2022-02-01,1529623.1588171646
Guildwood,Detached,2022-03-01,1588200.890629976
Guildwood,Detached,2022-04-01,1560177.5785202652
Guildwood,Detached,2023-01-01,1592730.3627289778
Guildwood,Detached,2023-02-01,1401557.614148909
Guildwood,Detached,2023-03-01,1312736.690278055
Henry Farm,Condo Apt,2022-01-01,688317.9685752047
Henry Farm,Condo Apt,2022-02-01,730798.9683390257
Henry Farm,Condo Apt,2022-03-01,768274.2136411452
Henry Farm,Condo Apt,2022-04-01,788010.3603214874
Henry Farm,Condo Apt,2023-01-01,853246.3065604923
Henry Farm,Condo Apt,2023-02-01,864586.2002931967
Henry Farm,Condo Apt,2023-03-01,881645.0247232766
Henry Farm,Detached,2022-01-01,2086562.042235399
Henry Farm,Detached,2022-02-01,2065070.273149107
Henry Farm,Detached,2022-03-01,2375965.118809843
Henry Farm,Detached,2022-04-01,2158759.858975653
Henry Farm,Detached,2023-01-01,2433554.368734992
Henry Farm,Detached,2023-02-01,2434810.32668998
Henry Farm,Detached,2023-03-01,2579554.9352533696
High Park North,Condo Apt,2022-01-01,863765.6720890432
High Park North,Condo Apt,2022-02-01,960350.6442942836
High Park North,Condo Apt,2022-03-01,986615.866421949
High Park North,Condo Apt,2022-04-01,1032938.6740521952
High Park North,Condo Apt,2023-01-01,1113066.3920298452
High Park North,Condo Apt,2023-02-01,1196174.8763526685
High Park North,Condo Apt,2023-03-01,1250285.2378021264
High Park North,Detached,2022-01-01,2286918.9220520663
High Park North,Detached,2022-02-01,2485629.4759505577
High Park North,Detached,2022-03-01,2493868.3911178187
High Park North,Detached,2022-04-01,2448640.0336369537
High Park North,Detached,2023-01-01,2594666.694955961
High Park North,Detached,2023-02-01,2462243.8472276465
High Park North,Detached,2023-03-01,2390229.8367213723
High Park North,Semi-Detached,2022-01-01,1651412.788757155
High Park North,Semi-Detached,2022-02-01,1825298.5119600757
High Park North,Semi-Detached,2022-03-01,1792711.7623641295
High Park North,Semi-Detached,2022-04-01,1846231.7154214955
High Park North,Semi-Detached,2023-01-01,1821177.7352029555
High Park North,Semi-Detached,2023-02-01,1894035.0604027552
High Park North,Semi-Detached,2023-03-01,1904459.207471076
High Park-Swansea,Condo Apt,2022-01-01,735299.028103023
High Park-Swansea,Condo Apt,2022-02-01,794207.7487038417
High Park-Swansea,Condo Apt,2022-03-01,834073.2185121721
High Park-Swansea,Condo Apt,2022-04-01,917359.25392512
High Park-Swansea,Condo Apt,2023-01-01,925623.8624641438
High Park-Swansea,Condo Apt,2023-02-01,982323.5105064912
High Park-Swansea,Condo Apt,2023-03-01,1071469.647217723
High Park-Swansea,Detached,2022-01-01,2384947.052855192
High Park-Swansea,Detached,2022-02-01,2682397.872582189
High Park-Swansea,Detached,2022-03-01,2852769.163845656
High Park-Swansea,Detached,2022-04-01,2792886.57741781
High Park-Swansea,Detached,2023-01-01,2977581.5009576823
High Park-Swansea,Detached,2023-02-01,2933242.4713947126
High Park-Swansea,Detached,2023-03-01,2986637.7915899963
High Park-Swansea,Semi-Detached,2022-01-01,1670771.3521163345
High Park-Swansea,Semi-Detached,2022-02-01,1792717.8183682307
High Park-Swansea,Semi-Detached,2022-03-01,1683905.7112316303
High Park-Swansea,Semi-Detached,2022-04-01,1763972.2791451465
High Park-Swansea,Semi-Detached,2023-01-01,1794853.8721331588
High Park-Swansea,Semi-Detached,2023-02-01,2038549.711536725
High Park-Swansea,Semi-Detached,2023-03-01,1892854.8713142732
Highland Creek,Detached,2022-01-01,1606195.290920168
Highland Creek,Detached,2022-02-01,1721730.912237596
Highland Creek,Detached,2022-03-01,1758477.150643138
Highland Creek,Detached,2022-04-01,1760443.8692781809
Highland Creek,Detached,2023-01-01,1807405.368364617
Highland Creek,Detached,2023-02-01,1754032.7502316812
Highland Creek,Detached,2023-03-01,1630181.0782542096
Hillcrest Village,Condo Apt,2022-01-01,1142397.1578776443
Hillcrest Village,Condo Apt,2022-02-01,1390143.09381831
Hillcrest Village,Condo Apt,2022-03-01,1319748.4646356006
Hillcrest Village,Condo Apt,2022-04-01,1373641.7774105112
Hillcrest Village,Condo Apt,2023-01-01,1420510.9475452767
Hillcrest Village,Condo Apt,2023-02-01,1425630.3483242488
Hillcrest Village,Condo Apt,2023-03-01,1220541.521607974
Hillcrest Village,Detached,2022-01-01,1815210.3891300675
Hillcrest Village,Detached,2022-02-01,1956901.827015981
Hillcrest Village,Detached,2022-03-01,1967436.158084308
Hillcrest Village,Detached,2022-04-01,2043267.0701207968
Hillcrest Village,Detached,2023-01-01,2137415.779733678
Hillcrest Village,Detached,2023-02-01,1993597.7590911484
Hillcrest Village,Detached,2023-03-01,1765877.9740437882
Hillcrest Village,Semi-Detached,2022-01-01,1215084.7592947586
Hillcrest Village,Semi-Detached,2022-02-01,1277233.3483211903
Hillcrest Village,Semi-Detached,2022-03-01,1281695.9202038185
Hillcrest Village,Semi-Detached,2022-04-01,1274157.493908808
Hillcrest Village,Semi-Detached,2023-01-01,1349150.793935723
Hillcrest Village,Semi-Detached,2023-02-01,1348882.1723787049
Hillcrest Village,Semi-Detached,2023-03-01,1269271.15673035
Humber Heights,Condo Apt,2022-01-01,678653.3219341541
Humber Heights,Condo Apt,2022-02-01,744753.2232138978
Humber Heights,Condo Apt,2022-03-01,769777.6979516859
Humber Heights,Condo Apt,2022-04-01,816317.9477342775
Humber Heights,Condo Apt,2023-01-01,880953.1630529917
Humber Heights,Condo Apt,2023-02-01,937088.7210805868
Humber Heights,Condo Apt,2023-03-01,1008754.3681268512
Humber Heights,Detached,2022-01-01,1619225.38070998
Humber Heights,Detached,2022-02-01,1738809.7752978196
Humber Heights,Detached,2022-03-01,1733638.1916579232
Humber Heights,Detached,2022-04-01,1824790.4342771168
Humber Heights,Detached,2023-01-01,1989213.0912626963
Humber Heights,Detached,2023-02-01,2052825.205650145
Humber Heights,Detached,2023-03-01,1930303.251664489
Humber Summit,Condo Apt,2022-01-01,554322.7050817632
Humber Summit,Condo Apt,2022-02-01,650010.3614714765
Humber Summit,Condo Apt,2022-03-01,669938.6256741979
Humber Summit,Condo Apt,2022-04-01,727807.529288935
Humber Summit,Condo Apt,2023-01-01,800015.3818957802
Humber Summit,Condo Apt,2023-02-01,749723.1896986978
Humber Summit,Condo Apt,2023-03-01,965057.8462218957
Humber Summit,Detached,2022-01-01,1456608.2242147452
Humber Summit,Detached,2022-02-01,1621744.0353895165
Humber Summit,Detached,2022-03-01,1568128.7290097682
Humber Summit,Detached,2022-04-01,1589740.664378286
Humber Summit,Detached,2023-01-01,1715478.0190351908
Humber Summit,Detached,2023-02-01,1692747.016460252
Humber Summit,Detached,2023-03-01,1504158.9960713696
Humber Summit,Semi-Detached,2022-01-01,1046278.7039071736
Humber Summit,Semi-Detached,2022-02-01,1133411.6961705107
Humber Summit,Semi-Detached,2022-03-01,1167622.7091054562
Humber Summit,Semi-Detached,2022-04-01,1201353.3233953917
Humber Summit,Semi-Detached,2023-01-01,1249297.9092492503
Humber Summit,Semi-Detached,2023-02-01,1269738.941085901
Humber Summit,Semi-Detached,2023-03-01,1282341.3804204415
Humberlea-Pelmo Park W4,Detached,2022-01-01,1199995.5472605142
Humberlea-Pelmo Park W4,Detached,2022-02-01,1476264.5565066854
Humberlea-Pelmo Park W4,Detached,2022-03-01,1549305.0314762834
Humberlea-Pelmo Park W4,Detached,2022-04-01,1582418.3163882622
Humberlea-Pelmo Park W4,Detached,2023-01-01,1575365.1369983505
Humberlea-Pelmo Park W4,Detached,2023-02-01,1665223.0653032328
Humberlea-Pelmo Park W4,Detached,2023-03-01,1527118.2504854742
Humberlea-Pelmo Park W5,Condo Apt,2022-01-01,536322.7847342268
Humberlea-Pelmo Park W5,Condo Apt,2022-02-01,543159.3685417279
Humberlea-Pelmo Park W5,Condo Apt,2022-03-01,580227.5749395386
Humberlea-Pelmo Park W5,Condo Apt,2022-04-01,606513.6516196512
Humberlea-Pelmo Park W5,Condo Apt,2023-01-01,662885.9911418854
Humberlea-Pelmo Park W5,Condo Apt,2023-02-01,685941.8720900879
Humberlea-Pelmo Park W5,Condo Apt,2023-03-01,754163.6663311265
Humberlea-Pelmo Park W5,Detached,2022-01-01,1417136.9938941838
Humberlea-Pelmo Park W5,Detached,2022-02-01,1610673.8234715103
Humberlea-Pelmo Park W5,Detached,2022-03-01,1489461.361259552
Humberlea-Pelmo Park W5,Detached,2022-04-01,1551744.9835611845
Humberlea-Pelmo Park W5,Detached,2023-01-01,1441774.6252901636
Humberlea-Pelmo Park W5,Detached,2023-02-01,1418932.6573822028
Humberlea-Pelmo Park W5,Detached,2023-03-01,1223988.2163253366
Humbermede,Condo Apt,2022-01-01,397314.5457366484
Humbermede,Condo Apt,2022-02-01,431919.4752702134
Humbermede,Condo Apt,2022-03-01,467509.46064549865
Humbermede,Condo Apt,2022-04-01,445526.5274178743
Humbermede,Condo Apt,2023-01-01,490043.65839749714
Humbermede,Condo Apt,2023-02-01,533036.2009473926
Humbermede,Condo Apt,2023-03-01,591514.9220960634
Humbermede,Detached,2022-01-01,1195649.9453731112
Humbermede,Detached,2022-02-01,1250277.781049728
Humbermede,Detached,2022-03-01,1487578.929173548
Humbermede,Detached,2022-04-01,1513269.296438191
Humbermede,Detached,2023-01-01,1498883.69104923
Humbermede,Detached,2023-02-01,1497745.202002786
Humbermede,Detached,2023-03-01,1509506.0466292675
Humbermede,Semi-Detached,2022-01-01,1061285.7107932407
Humbermede,Semi-Detached,2022-02-01,1159622.5439388582
Humbermede,Semi-Detached,2022-03-01,1196040.1849137372
Humbermede,Semi-Detached,2022-04-01,1208918.881417652
Humbermede,Semi-Detached,2023-01-01,1261391.5950499428
Humbermede,Semi-Detached,2023-02-01,1284077.7947234144
Humbermede,Semi-Detached,2023-03-01,1289279.3950014687
Humewood-Cedarvale,Detached,2022-01-01,2462376.33414348
Humewood-Cedarvale,Detached,2022-02-01,2630163.01838068
Humewood-Cedarvale,Detached,2022-03-01,2772416.087144704
Humewood-Cedarvale,Detached,2022-04-01,2832277.16534361
Humewood-Cedarvale,Detached,2023-01-01,3018062.422058482
Humewood-Cedarvale,Detached,2023-02-01,3260022.436359166
Humewood-Cedarvale,Detached,2023-03-01,3316952.9115387835
Humewood-Cedarvale,Semi-Detached,2022-01-01,1776015.6558832328
Humewood-Cedarvale,Semi-Detached,2022-02-01,1971623.3662524489
Humewood-Cedarvale,Semi-Detached,2022-03-01,1963141.4383268023
Humewood-Cedarvale,Semi-Detached,2022-04-01,2042926.3522082977
Humewood-Cedarvale,Semi-Detached,2023-01-01,2211093.074620332
Humewood-Cedarvale,Semi-Detached,2023-02-01,2247745.196064263
Humewood-Cedarvale,Semi-Detached,2023-03-01,2148154.9199761315
Ionview,Condo Apt,2022-01-01,433834.6026886684
Ionview,Condo Apt,2022-02-01,432719.91413700575
Ionview,Condo Apt,2022-03-01,463304.07754828886
Ionview,Condo Apt,2022-04-01,497013.8405158494
Ionview,Condo Apt,2023-01-01,558998.9432094025
Ionview,Condo Apt,2023-02-01,593809.51312924
Ionview,Condo Apt,2023-03-01,662826.7864349707
Ionview,Detached,2022-01-01,1280268.0072371664
Ionview,Detached,2022-02-01,1344396.0318159612
Ionview,Detached,2022-03-01,1528273.7826086553
Ionview,Detached,2022-04-01,1450375.3339920857
Ionview,Detached,2023-01-01,1584613.278699221
Ionview,Detached,2023-02-01,1589516.721496511
Ionview,Detached,2023-03-01,1541430.845422456
Ionview,Semi-Detached,2022-01-01,910081.4436154044
Ionview,Semi-Detached,2022-02-01,1006116.6840505608
Ionview,Semi-Detached,2022-03-01,1009557.537168796
Ionview,Semi-Detached,2022-04-01,1045118.9410840332
Ionview,Semi-Detached,2023-01-01,1086102.497552947
Ionview,Semi-Detached,2023-02-01,1162242.7389442753
Ionview,Semi-Detached,2023-03-01,1232279.9409837942
Islington-City Centre West,Att/Row/Twnhouse,2022-01-01,1576837.0321157398
Islington-City Centre West,Att/Row/Twnhouse,2022-02-01,1639440.088085866
Islington-City Centre West,Att/Row/Twnhouse,2022-03-01,1766354.2320065876
Islington-City Centre West,Att/Row/Twnhouse,2022-04-01,1819281.083765928
Islington-City Centre West,Att/Row/Twnhouse,2023-01-01,1884680.8124039948
Islington-City Centre West,Att/Row/Twnhouse,2023-02-01,1841857.0174901888
Islington-City Centre West,Att/Row/Twnhouse,2023-03-01,1919857.0205821688
Islington-City Centre West,Condo Apt,2022-01-01,685960.7983791863
Islington-City Centre West,Condo Apt,2022-02-01,750626.8651651047
Islington-City Centre West,Condo Apt,2022-03-01,786222.0906822569
Islington-City Centre West,Condo Apt,2022-04-01,824613.0232045482
Islington-City Centre West,Condo Apt,2023-01-01,899612.1675308112
Islington-City Centre West,Condo Apt,2023-02-01,941547.707276922
Islington-City Centre West,Condo Apt,2023-03-01,979943.983092794
Islington-City Centre West,Detached,2022-01-01,1987480.792468448
Islington-City Centre West,Detached,2022-02-01,2176505.167764395
Islington-City Centre West,Detached,2022-03-01,2113184.396238034
Islington-City Centre West,Detached,2022-04-01,2239545.795060118
Islington-City Centre West,Detached,2023-01-01,2321260.209776647
Islington-City Centre West,Detached,2023-02-01,2279191.47046899
Islington-City Centre West,Detached,2023-03-01,2105485.135643783
Junction Area,Att/Row/Twnhouse,2022-01-01,1085699.5688046038
Junction Area,Att/Row/Twnhouse,2022-02-01,1352049.8504122214
Junction Area,Att/Row/Twnhouse,2022-03-01,1308506.6380312222
Junction Area,Att/Row/Twnhouse,2022-04-01,1353553.8940426256
Junction Area,Att/Row/Twnhouse,2023-01-01,1566371.70458735
Junction Area,Att/Row/Twnhouse,2023-02-01,1560565.4569582315
